#{"t_start": 1645891728.0838182, "env_id": "PandaPickAndPlace-v1"}
r,l,t,is_success
-50.0,50,6.276903,0.0
-50.0,50,6.419509,0.0
-50.0,50,9.775135,0.0
-50.0,50,12.484376,0.0
-50.0,50,15.251239,0.0
-50.0,50,17.831192,0.0
-50.0,50,20.206792,0.0
-50.0,50,22.601507,0.0
-50.0,50,25.340252,0.0
-50.0,50,28.096994,0.0
-50.0,50,30.91759,0.0
-50.0,50,33.560961,0.0
-50.0,50,36.07504,0.0
-50.0,50,38.050052,0.0
-50.0,50,40.189847,0.0
-50.0,50,42.492412,0.0
-50.0,50,44.513019,0.0
-50.0,50,46.489588,0.0
-50.0,50,48.67844,0.0
-50.0,50,50.80248,0.0
-50.0,50,52.803638,0.0
-50.0,50,54.762638,0.0
-50.0,50,56.931141,0.0
-50.0,50,58.999805,0.0
-50.0,50,61.707079,0.0
-50.0,50,64.353686,0.0
-50.0,50,67.129716,0.0
-50.0,50,70.013673,0.0
-50.0,50,72.384408,0.0
-50.0,50,75.103699,0.0
-50.0,50,77.728996,0.0
-50.0,50,79.885377,0.0
-50.0,50,82.460685,0.0
-50.0,50,85.160839,0.0
-50.0,50,87.873107,0.0
-50.0,50,90.482812,0.0
-50.0,50,93.391618,0.0
-50.0,50,95.807689,0.0
-50.0,50,98.372734,0.0
-50.0,50,101.204936,0.0
-50.0,50,103.861606,0.0
-50.0,50,106.598211,0.0
-50.0,50,109.437446,0.0
-50.0,50,112.085155,0.0
-50.0,50,115.071132,0.0
-50.0,50,117.398629,0.0
-50.0,50,120.116863,0.0
-50.0,50,122.521824,0.0
-50.0,50,125.102993,0.0
-50.0,50,127.513537,0.0
-50.0,50,130.118036,0.0
-50.0,50,132.785259,0.0
-50.0,50,135.313087,0.0
-50.0,50,138.0457,0.0
-50.0,50,140.249931,0.0
-50.0,50,142.830812,0.0
-50.0,50,145.355623,0.0
-50.0,50,148.187783,0.0
-50.0,50,151.049512,0.0
-50.0,50,153.856684,0.0
-50.0,50,156.423119,0.0
-50.0,50,158.989501,0.0
-50.0,50,161.280116,0.0
-50.0,50,163.174351,0.0
-50.0,50,165.541528,0.0
-50.0,50,168.121454,0.0
-50.0,50,170.370172,0.0
-33.0,50,172.72401,0.0
-50.0,50,174.904122,0.0
-50.0,50,177.073161,0.0
-50.0,50,179.237929,0.0
-50.0,50,181.057044,0.0
-50.0,50,182.932449,0.0
-50.0,50,185.03354,0.0
-50.0,50,187.737119,0.0
-50.0,50,190.174106,0.0
-50.0,50,192.627588,0.0
-50.0,50,195.292793,0.0
-50.0,50,198.178297,0.0
-50.0,50,200.539347,0.0
-50.0,50,202.788487,0.0
-50.0,50,205.504342,0.0
-50.0,50,208.283583,0.0
-50.0,50,211.028596,0.0
-50.0,50,213.583087,0.0
-50.0,50,216.264494,0.0
-50.0,50,218.854048,0.0
-50.0,50,221.48528,0.0
-50.0,50,224.161795,0.0
-50.0,50,226.562741,0.0
-50.0,50,228.722493,0.0
-50.0,50,231.372005,0.0
-50.0,50,233.823672,0.0
-50.0,50,236.554529,0.0
-50.0,50,239.229508,0.0
-50.0,50,242.022378,0.0
-50.0,50,244.91089,0.0
-50.0,50,247.454479,0.0
-50.0,50,250.17514,0.0
-50.0,50,252.681031,0.0
-50.0,50,259.631296,0.0
-50.0,50,262.418382,0.0
-50.0,50,264.871445,0.0
-50.0,50,267.119711,0.0
-50.0,50,269.603897,0.0
-50.0,50,272.23244,0.0
-50.0,50,275.077181,0.0
-50.0,50,277.809013,0.0
-50.0,50,280.338997,0.0
-50.0,50,283.047401,0.0
-50.0,50,285.860929,0.0
-50.0,50,288.146091,0.0
-50.0,50,290.48105,0.0
-50.0,50,293.042895,0.0
-50.0,50,295.414723,0.0
-50.0,50,297.848274,0.0
-50.0,50,300.362672,0.0
-50.0,50,303.02125,0.0
-50.0,50,305.061893,0.0
-50.0,50,307.179572,0.0
-50.0,50,309.552107,0.0
-50.0,50,311.453754,0.0
-50.0,50,313.305534,0.0
-50.0,50,315.011573,0.0
-50.0,50,316.914957,0.0
-50.0,50,319.020813,0.0
-50.0,50,321.10289,0.0
-50.0,50,323.788651,0.0
-50.0,50,326.459628,0.0
-50.0,50,328.965754,0.0
-50.0,50,331.544079,0.0
-50.0,50,334.080457,0.0
-50.0,50,336.552209,0.0
-50.0,50,339.162445,0.0
-50.0,50,341.67035,0.0
-50.0,50,344.221096,0.0
-50.0,50,347.082702,0.0
0.0,50,349.915707,1.0
-50.0,50,352.463428,0.0
-50.0,50,354.802714,0.0
-50.0,50,357.545588,0.0
-50.0,50,360.347233,0.0
-50.0,50,363.084764,0.0
-50.0,50,365.717961,0.0
-50.0,50,368.468971,0.0
-50.0,50,371.069604,0.0
-50.0,50,373.298188,0.0
-50.0,50,375.828882,0.0
-50.0,50,378.415931,0.0
-50.0,50,380.947442,0.0
-50.0,50,383.408154,0.0
-50.0,50,385.821316,0.0
-50.0,50,388.087296,0.0
-50.0,50,390.731682,0.0
-50.0,50,393.359659,0.0
-50.0,50,395.977135,0.0
-50.0,50,398.702767,0.0
-50.0,50,401.041828,0.0
-50.0,50,403.434071,0.0
-50.0,50,406.041617,0.0
0.0,50,408.709189,1.0
-50.0,50,411.285209,0.0
-50.0,50,413.85628,0.0
-13.0,50,416.647841,1.0
-50.0,50,419.000003,0.0
-50.0,50,421.189543,0.0
-50.0,50,423.660548,0.0
-50.0,50,426.200583,0.0
-50.0,50,428.616979,0.0
-50.0,50,430.732339,0.0
-50.0,50,433.353788,0.0
-50.0,50,435.810445,0.0
-50.0,50,438.266956,0.0
-50.0,50,440.441179,0.0
-50.0,50,442.813173,0.0
-50.0,50,445.102676,0.0
-50.0,50,447.361452,0.0
-50.0,50,449.371579,0.0
-50.0,50,451.339246,0.0
-50.0,50,453.321181,0.0
-50.0,50,455.593154,0.0
-50.0,50,458.02281,0.0
-50.0,50,459.815515,0.0
-50.0,50,462.345,0.0
0.0,50,464.917296,1.0
-50.0,50,467.52429,0.0
-50.0,50,470.237657,0.0
-50.0,50,473.058239,0.0
-50.0,50,475.655971,0.0
-50.0,50,478.362174,0.0
-50.0,50,481.044587,0.0
0.0,50,483.674277,1.0
-50.0,50,486.15296,0.0
-50.0,50,488.623211,0.0
-50.0,50,491.206692,0.0
-50.0,50,493.722855,0.0
-50.0,50,496.122543,0.0
-50.0,50,498.251763,0.0
-50.0,50,500.620083,0.0
-50.0,50,502.999624,0.0
-50.0,50,510.412545,0.0
-50.0,50,513.032712,0.0
-50.0,50,515.54992,0.0
-50.0,50,517.925506,0.0
-50.0,50,520.510067,0.0
-50.0,50,523.017552,0.0
-50.0,50,525.533721,0.0
