#{"t_start": 1645654490.505725, "env_id": "PandaPickAndPlace-v1"}
r,l,t,is_success
-60.290337,50,9.385527,0.0
-63.567171,50,9.685636,0.0
-71.308844,50,14.427994,0.0
-72.529279,50,17.967077,0.0
-69.531538,50,21.538585,0.0
-73.151094,50,24.966058,0.0
-85.574221,50,28.654196,0.0
-77.635281,50,32.342824,0.0
-61.711431,50,35.993268,0.0
-74.554076,50,39.536453,0.0
-70.40804,50,43.379633,0.0
-65.561653,50,47.139441,0.0
-62.932589,50,50.518897,0.0
-62.464968,50,53.680396,0.0
-58.456534,50,56.99802,0.0
-63.183029,50,60.124531,0.0
-67.477105,50,63.511684,0.0
-84.555068,50,67.142444,0.0
-64.859237,50,70.986396,0.0
-68.538516,50,74.682051,0.0
-88.888613,50,78.031068,0.0
-67.676541,50,81.162755,0.0
-70.831236,50,84.795851,0.0
-64.53772,50,88.367999,0.0
-60.559844,50,92.166662,0.0
-67.836867,50,95.522252,0.0
-71.131318,50,98.998561,0.0
-67.099638,50,102.357098,0.0
-71.047073,50,106.075618,0.0
-80.646498,50,109.761792,0.0
-69.495064,50,113.406926,0.0
-65.809893,50,117.313432,0.0
-60.596056,50,120.62716,0.0
-85.373277,50,124.500394,0.0
-65.769805,50,128.090486,0.0
-59.79181,50,131.729198,0.0
-67.290212,50,135.100901,0.0
-60.1208,50,138.449391,0.0
-69.804056,50,142.173484,0.0
-56.605707,50,145.508363,0.0
-67.077644,50,148.752556,0.0
-61.691773,50,152.326636,0.0
-61.288845,50,156.124268,0.0
-75.424332,50,159.680209,0.0
-60.030183,50,163.675568,0.0
-62.030469,50,167.37132,0.0
-58.99101,50,170.862359,0.0
-72.772026,50,174.354179,0.0
-76.588761,50,177.656547,0.0
-58.191414,50,180.924141,0.0
-71.430788,50,184.837519,0.0
-99.355734,50,188.341936,0.0
-61.435768,50,192.002281,0.0
-57.757074,50,195.581701,0.0
-55.843587,50,199.451674,0.0
-67.750608,50,203.376546,0.0
-65.405263,50,206.88929,0.0
-57.768222,50,210.252277,0.0
-61.67011,50,213.47254,0.0
-69.970892,50,216.761463,0.0
-62.647684,50,220.202478,0.0
-61.470674,50,223.181353,0.0
-55.162442,50,226.314364,0.0
-57.120606,50,230.042452,0.0
-66.950432,50,234.08687,0.0
-65.37893,50,237.820588,0.0
-57.318766,50,241.40649,0.0
-55.369685,50,244.826587,0.0
-62.674893,50,249.107537,0.0
-79.110186,50,252.439948,0.0
-62.591644,50,255.907983,0.0
-72.3225,50,259.769025,0.0
-72.820634,50,263.089493,0.0
-81.132564,50,265.978349,0.0
-62.428148,50,268.705956,0.0
-55.444007,50,271.34342,0.0
-68.463233,50,274.473243,0.0
-57.25907,50,277.713389,0.0
-111.2529,50,280.953015,0.0
-64.01488,50,283.839293,0.0
-62.045265,50,286.634609,0.0
-59.613163,50,289.606116,0.0
-64.295483,50,292.889086,0.0
-82.154267,50,296.045266,0.0
-56.275406,50,299.428924,0.0
-56.176125,50,302.543224,0.0
-60.330912,50,305.745926,0.0
