#{"t_start": 1648540132.2687237, "env_id": "PandaPickAndPlace-v1"}
r,l,t,is_success
-50.0,50,7.110676,0.0
-50.0,50,7.244958,0.0
-50.0,50,7.495207,0.0
-50.0,50,8.455602,0.0
-50.0,50,9.38804,0.0
-50.0,50,10.319507,0.0
-50.0,50,11.284547,0.0
-50.0,50,12.324718,0.0
-50.0,50,13.278372,0.0
-50.0,50,14.202487,0.0
-50.0,50,15.15379,0.0
-50.0,50,16.126435,0.0
-50.0,50,17.135528,0.0
-50.0,50,18.132938,0.0
-50.0,50,19.105778,0.0
-50.0,50,20.069555,0.0
-50.0,50,21.038844,0.0
-50.0,50,21.973687,0.0
-50.0,50,23.013559,0.0
-50.0,50,24.00658,0.0
-50.0,50,24.987151,0.0
-50.0,50,26.01873,0.0
-50.0,50,27.066126,0.0
-50.0,50,28.059368,0.0
-50.0,50,28.897287,0.0
-50.0,50,29.65641,0.0
-50.0,50,30.511486,0.0
-50.0,50,31.362933,0.0
-50.0,50,32.349834,0.0
-50.0,50,33.292237,0.0
-50.0,50,34.233298,0.0
-50.0,50,35.238557,0.0
-50.0,50,36.262888,0.0
-50.0,50,37.267745,0.0
-50.0,50,38.338699,0.0
-50.0,50,39.31171,0.0
-50.0,50,40.310876,0.0
-50.0,50,41.250174,0.0
-50.0,50,42.199241,0.0
-50.0,50,43.168778,0.0
-50.0,50,44.18508,0.0
-50.0,50,45.204929,0.0
-50.0,50,46.063834,0.0
-50.0,50,46.866827,0.0
-50.0,50,47.700701,0.0
-50.0,50,48.465107,0.0
-50.0,50,49.331443,0.0
-50.0,50,50.148715,0.0
-50.0,50,50.922552,0.0
-50.0,50,51.69455,0.0
-50.0,50,52.484514,0.0
-50.0,50,53.287315,0.0
-50.0,50,54.15354,0.0
-50.0,50,54.955938,0.0
-50.0,50,55.800418,0.0
-50.0,50,56.704137,0.0
-50.0,50,57.703041,0.0
-50.0,50,58.704819,0.0
-50.0,50,59.690498,0.0
-50.0,50,60.709446,0.0
-50.0,50,61.747019,0.0
-50.0,50,62.71963,0.0
-50.0,50,63.756501,0.0
-50.0,50,64.741377,0.0
-50.0,50,65.860343,0.0
-50.0,50,66.857204,0.0
-50.0,50,67.873588,0.0
0.0,50,68.853487,1.0
-50.0,50,69.862545,0.0
-50.0,50,70.922146,0.0
-50.0,50,71.878211,0.0
-50.0,50,72.818121,0.0
-50.0,50,73.759254,0.0
-50.0,50,74.76144,0.0
-50.0,50,75.732568,0.0
-50.0,50,76.703237,0.0
-50.0,50,77.730422,0.0
-50.0,50,78.766904,0.0
-50.0,50,79.699965,0.0
-50.0,50,80.60259,0.0
-50.0,50,81.430624,0.0
-50.0,50,82.369925,0.0
-50.0,50,83.447754,0.0
-50.0,50,84.50847,0.0
-50.0,50,85.608281,0.0
-50.0,50,86.628989,0.0
-50.0,50,87.669139,0.0
-50.0,50,88.714454,0.0
-50.0,50,89.760895,0.0
-50.0,50,90.716787,0.0
-50.0,50,91.738926,0.0
-50.0,50,92.867603,0.0
-50.0,50,93.857984,0.0
-50.0,50,94.836192,0.0
-50.0,50,95.767263,0.0
-50.0,50,96.891383,0.0
-50.0,50,97.82337,0.0
-50.0,50,98.77892,0.0
-50.0,50,99.731331,0.0
-50.0,50,100.693674,0.0
-50.0,50,101.63853,0.0
-50.0,50,102.682724,0.0
-50.0,50,103.648329,0.0
-50.0,50,104.636853,0.0
-50.0,50,105.616038,0.0
-50.0,50,106.642993,0.0
-50.0,50,107.67546,0.0
-50.0,50,108.728408,0.0
-50.0,50,109.854938,0.0
-50.0,50,110.882158,0.0
-50.0,50,111.911833,0.0
-50.0,50,112.891551,0.0
-50.0,50,113.877246,0.0
-50.0,50,114.949708,0.0
-50.0,50,115.99635,0.0
-50.0,50,116.916159,0.0
-50.0,50,117.914233,0.0
-50.0,50,118.960948,0.0
-50.0,50,119.926563,0.0
-50.0,50,120.85541,0.0
-50.0,50,121.760874,0.0
-50.0,50,122.623676,0.0
-50.0,50,123.532755,0.0
-50.0,50,124.45327,0.0
-50.0,50,125.370757,0.0
-50.0,50,126.303429,0.0
-50.0,50,127.200226,0.0
-50.0,50,128.05216,0.0
-50.0,50,128.816053,0.0
-50.0,50,129.583386,0.0
-50.0,50,130.388318,0.0
-50.0,50,131.440027,0.0
-50.0,50,132.256199,0.0
-50.0,50,133.133029,0.0
-50.0,50,133.995074,0.0
-50.0,50,134.921162,0.0
-50.0,50,135.991665,0.0
0.0,50,137.083821,1.0
-50.0,50,138.092704,0.0
-50.0,50,139.15761,0.0
-50.0,50,140.138936,0.0
-50.0,50,141.118251,0.0
-50.0,50,142.110462,0.0
-50.0,50,143.153222,0.0
-50.0,50,144.172009,0.0
-50.0,50,145.240425,0.0
-50.0,50,146.295511,0.0
-50.0,50,147.337724,0.0
-50.0,50,148.30196,0.0
-50.0,50,149.392799,0.0
-50.0,50,150.453142,0.0
-50.0,50,151.423303,0.0
-50.0,50,152.43241,0.0
-50.0,50,153.449822,0.0
-50.0,50,154.467275,0.0
-50.0,50,155.423474,0.0
-50.0,50,156.434909,0.0
-50.0,50,157.353035,0.0
