#{"t_start": 1649366134.5941913, "env_id": "PandaPickAndPlace-v1"}
r,l,t,is_success
-50.0,50,12.601626,0.0
-50.0,50,12.755435,0.0
-50.0,50,24.73508,0.0
-50.0,50,36.801541,0.0
-50.0,50,48.266013,0.0
-50.0,50,59.774702,0.0
-50.0,50,71.280306,0.0
-50.0,50,82.839563,0.0
-50.0,50,94.47066,0.0
-50.0,50,106.811608,0.0
-50.0,50,119.013956,0.0
-50.0,50,131.25437,0.0
-50.0,50,143.488669,0.0
-50.0,50,155.798422,0.0
-50.0,50,168.619634,0.0
-50.0,50,182.019073,0.0
-50.0,50,194.95645,0.0
-50.0,50,208.214617,0.0
-50.0,50,220.817816,0.0
-50.0,50,233.928077,0.0
-50.0,50,246.360751,0.0
-50.0,50,257.913928,0.0
-50.0,50,269.50019,0.0
-50.0,50,281.726265,0.0
-50.0,50,293.03683,0.0
-50.0,50,304.734278,0.0
-50.0,50,316.124448,0.0
-50.0,50,328.757866,0.0
-50.0,50,342.176157,0.0
-50.0,50,354.71899,0.0
-50.0,50,367.969029,0.0
-50.0,50,380.479503,0.0
-50.0,50,393.104091,0.0
-50.0,50,406.579922,0.0
-50.0,50,419.467718,0.0
-50.0,50,432.45829,0.0
-50.0,50,445.556608,0.0
-50.0,50,457.823348,0.0
-50.0,50,468.927318,0.0
-50.0,50,480.072765,0.0
-50.0,50,490.493208,0.0
-50.0,50,497.730306,0.0
-50.0,50,504.658897,0.0
-50.0,50,511.899117,0.0
-50.0,50,518.940908,0.0
-50.0,50,526.649479,0.0
-50.0,50,535.574003,0.0
-50.0,50,544.326455,0.0
-50.0,50,552.428673,0.0
-50.0,50,560.650074,0.0
-50.0,50,568.587426,0.0
-50.0,50,577.404247,0.0
-50.0,50,585.773026,0.0
-50.0,50,593.809088,0.0
-50.0,50,602.179328,0.0
-50.0,50,611.023331,0.0
-50.0,50,619.613871,0.0
-50.0,50,627.871107,0.0
-50.0,50,635.371799,0.0
-50.0,50,642.92563,0.0
-50.0,50,654.427252,0.0
-50.0,50,664.667201,0.0
-50.0,50,672.815819,0.0
-50.0,50,680.785003,0.0
-50.0,50,688.746563,0.0
-50.0,50,698.163262,0.0
-50.0,50,706.963453,0.0
-50.0,50,716.495005,0.0
-50.0,50,725.83855,0.0
-50.0,50,735.207261,0.0
-50.0,50,745.440825,0.0
-50.0,50,754.584131,0.0
-50.0,50,764.465416,0.0
-50.0,50,773.650776,0.0
-50.0,50,782.675127,0.0
-50.0,50,792.402729,0.0
-50.0,50,801.682168,0.0
-50.0,50,811.478016,0.0
-50.0,50,820.654521,0.0
-50.0,50,830.040986,0.0
-50.0,50,840.550012,0.0
-50.0,50,851.522502,0.0
-50.0,50,863.333142,0.0
-50.0,50,875.186001,0.0
-50.0,50,887.608487,0.0
-50.0,50,900.126625,0.0
-50.0,50,912.541477,0.0
-50.0,50,924.966745,0.0
-50.0,50,938.203103,0.0
-50.0,50,951.014903,0.0
-50.0,50,964.091163,0.0
-50.0,50,978.009758,0.0
-50.0,50,990.972281,0.0
-50.0,50,1004.260782,0.0
-50.0,50,1017.387451,0.0
-50.0,50,1028.994803,0.0
-50.0,50,1040.70362,0.0
-50.0,50,1051.953691,0.0
-50.0,50,1062.486311,0.0
-50.0,50,1074.265008,0.0
-50.0,50,1085.733074,0.0
-50.0,50,1098.669,0.0
-50.0,50,1111.429795,0.0
-50.0,50,1124.648998,0.0
-50.0,50,1138.111614,0.0
-50.0,50,1150.993171,0.0
-50.0,50,1163.412857,0.0
-50.0,50,1176.787476,0.0
-50.0,50,1189.473061,0.0
-50.0,50,1203.179833,0.0
-50.0,50,1215.417891,0.0
-50.0,50,1227.92021,0.0
