#{"t_start": 1651006370.9055967, "env_id": "PandaPickAndPlaceClutteredMoreObj-v1"}
r,l,t,is_success
-50.0,50,6.065795,0.0
-50.0,50,6.323079,0.0
-50.0,50,9.195843,0.0
-50.0,50,12.018487,0.0
-50.0,50,15.041875,0.0
-50.0,50,18.017475,0.0
-50.0,50,20.956187,0.0
-50.0,50,23.90174,0.0
-50.0,50,26.878954,0.0
-50.0,50,29.873428,0.0
-50.0,50,32.867155,0.0
-50.0,50,35.853416,0.0
-50.0,50,38.83228,0.0
-50.0,50,41.824033,0.0
-50.0,50,44.789048,0.0
-50.0,50,47.786767,0.0
-50.0,50,50.771677,0.0
-50.0,50,53.714444,0.0
-50.0,50,56.620582,0.0
-50.0,50,59.575585,0.0
-50.0,50,62.576378,0.0
-50.0,50,65.568871,0.0
-50.0,50,68.602695,0.0
-50.0,50,71.492467,0.0
-50.0,50,74.536323,0.0
-50.0,50,77.552555,0.0
-50.0,50,80.494119,0.0
-50.0,50,83.499634,0.0
-50.0,50,86.483587,0.0
-50.0,50,89.5072,0.0
-50.0,50,92.148163,0.0
-50.0,50,95.161251,0.0
-50.0,50,98.098753,0.0
-50.0,50,101.021516,0.0
-50.0,50,104.022351,0.0
-50.0,50,107.061486,0.0
-50.0,50,110.015859,0.0
-50.0,50,112.999125,0.0
-50.0,50,115.993693,0.0
-50.0,50,118.984372,0.0
-50.0,50,122.004257,0.0
-50.0,50,124.993217,0.0
-50.0,50,127.955138,0.0
-50.0,50,130.968729,0.0
-50.0,50,133.944932,0.0
-50.0,50,136.961847,0.0
-50.0,50,140.023157,0.0
-50.0,50,143.043665,0.0
-50.0,50,146.068073,0.0
-50.0,50,149.067382,0.0
-50.0,50,152.064509,0.0
-50.0,50,155.08026,0.0
-50.0,50,158.07019,0.0
-50.0,50,161.155499,0.0
-50.0,50,164.205562,0.0
-50.0,50,167.220541,0.0
-50.0,50,170.117313,0.0
-50.0,50,173.116183,0.0
-50.0,50,176.155371,0.0
-50.0,50,179.175462,0.0
-50.0,50,182.174129,0.0
-50.0,50,185.153802,0.0
-50.0,50,188.673559,0.0
-50.0,50,191.665418,0.0
-50.0,50,194.65473,0.0
-50.0,50,197.698239,0.0
-50.0,50,200.741659,0.0
-50.0,50,203.533032,0.0
-50.0,50,206.527871,0.0
-50.0,50,209.549352,0.0
-50.0,50,212.532277,0.0
-50.0,50,215.434572,0.0
-50.0,50,218.463738,0.0
-50.0,50,221.56474,0.0
-50.0,50,224.596799,0.0
-50.0,50,227.569759,0.0
-50.0,50,230.731427,0.0
-50.0,50,233.428048,0.0
-50.0,50,236.413086,0.0
-50.0,50,239.480856,0.0
-50.0,50,242.452711,0.0
-50.0,50,245.552489,0.0
-50.0,50,248.614244,0.0
-50.0,50,251.539156,0.0
-50.0,50,254.45343,0.0
-50.0,50,257.389705,0.0
-50.0,50,260.443151,0.0
-50.0,50,263.465357,0.0
-50.0,50,266.503605,0.0
-50.0,50,269.510766,0.0
-50.0,50,272.561718,0.0
-50.0,50,275.607869,0.0
-50.0,50,278.66847,0.0
-50.0,50,281.653843,0.0
-50.0,50,284.56722,0.0
-50.0,50,287.692672,0.0
-50.0,50,290.694804,0.0
-50.0,50,293.70794,0.0
-50.0,50,296.692221,0.0
-50.0,50,299.696071,0.0
-50.0,50,302.793256,0.0
-50.0,50,305.787802,0.0
-50.0,50,308.789009,0.0
-50.0,50,311.779742,0.0
-50.0,50,314.775824,0.0
-50.0,50,317.780791,0.0
-50.0,50,320.84103,0.0
-50.0,50,323.878652,0.0
-50.0,50,326.97528,0.0
-50.0,50,329.973701,0.0
-50.0,50,333.012502,0.0
-50.0,50,336.030009,0.0
-50.0,50,339.061398,0.0
-50.0,50,342.072988,0.0
-50.0,50,345.007293,0.0
-50.0,50,348.091612,0.0
-50.0,50,351.050501,0.0
-50.0,50,354.125918,0.0
-50.0,50,357.126506,0.0
-50.0,50,360.256448,0.0
-50.0,50,363.312894,0.0
-50.0,50,366.333103,0.0
-50.0,50,369.354891,0.0
-50.0,50,372.45664,0.0
-50.0,50,375.133819,0.0
-50.0,50,378.236978,0.0
-50.0,50,381.212804,0.0
-50.0,50,384.246705,0.0
-50.0,50,387.235579,0.0
-50.0,50,390.247894,0.0
-50.0,50,393.277093,0.0
-50.0,50,396.298357,0.0
-50.0,50,399.322106,0.0
-50.0,50,402.341805,0.0
-50.0,50,405.381307,0.0
-50.0,50,408.379822,0.0
-50.0,50,411.382596,0.0
-50.0,50,414.338722,0.0
-50.0,50,417.41252,0.0
-50.0,50,420.503265,0.0
-50.0,50,423.493354,0.0
-50.0,50,426.475106,0.0
-50.0,50,429.42431,0.0
-50.0,50,432.432075,0.0
-50.0,50,435.430674,0.0
-50.0,50,438.528085,0.0
-50.0,50,441.63799,0.0
-50.0,50,444.613459,0.0
-50.0,50,447.615607,0.0
-50.0,50,450.663291,0.0
-50.0,50,453.702053,0.0
-50.0,50,456.707647,0.0
-50.0,50,459.717955,0.0
-50.0,50,462.744266,0.0
-50.0,50,465.811136,0.0
-50.0,50,468.854786,0.0
-50.0,50,471.915617,0.0
-50.0,50,475.010649,0.0
-50.0,50,478.039962,0.0
-50.0,50,481.028697,0.0
-50.0,50,484.024138,0.0
-50.0,50,487.058847,0.0
-50.0,50,489.979289,0.0
-50.0,50,492.876826,0.0
-50.0,50,495.851794,0.0
-50.0,50,498.823262,0.0
-50.0,50,501.820017,0.0
-50.0,50,504.852255,0.0
