#{"t_start": 1649404650.521523, "env_id": "PandaPickAndPlaceCluttered-v1"}
r,l,t,is_success
-55.0,50,12.965888,0.0
-54.0,50,13.157345,0.0
-52.0,50,24.487518,0.0
-50.0,50,35.699915,0.0
-50.0,50,46.85281,0.0
-54.0,50,59.318313,0.0
-81.0,50,72.588629,0.0
-61.0,50,86.196772,0.0
-50.0,50,99.513135,0.0
-56.0,50,112.841646,0.0
-50.0,50,125.454731,0.0
-58.0,50,136.70627,0.0
-50.0,50,148.50632,0.0
-58.0,50,159.886186,0.0
-55.0,50,172.854186,0.0
-50.0,50,185.768078,0.0
-50.0,50,198.823157,0.0
-50.0,50,211.801526,0.0
-50.0,50,224.851526,0.0
-56.0,50,236.396921,0.0
-50.0,50,248.351898,0.0
-50.0,50,259.524191,0.0
-69.0,50,272.336071,0.0
-50.0,50,284.994559,0.0
-50.0,50,297.323937,0.0
-50.0,50,310.885682,0.0
-54.0,50,323.756407,0.0
-55.0,50,336.339891,0.0
-69.0,50,348.532513,0.0
-55.0,50,360.085277,0.0
-50.0,50,371.486527,0.0
-55.0,50,383.192359,0.0
-50.0,50,396.181124,0.0
-53.0,50,409.430691,0.0
-62.0,50,422.913241,0.0
-57.0,50,435.341871,0.0
-50.0,50,447.825265,0.0
-56.0,50,460.147411,0.0
-50.0,50,471.607457,0.0
-50.0,50,483.327937,0.0
-50.0,50,495.886206,0.0
-50.0,50,508.963809,0.0
-54.0,50,522.550235,0.0
-50.0,50,535.227704,0.0
-53.0,50,548.06672,0.0
-50.0,50,561.21026,0.0
-54.0,50,573.054733,0.0
-50.0,50,584.965164,0.0
-50.0,50,596.577993,0.0
-50.0,50,608.583525,0.0
-50.0,50,622.121418,0.0
-50.0,50,635.126126,0.0
-50.0,50,648.243648,0.0
-50.0,50,660.831335,0.0
-59.0,50,672.953326,0.0
-58.0,50,684.658526,0.0
-50.0,50,695.737488,0.0
-50.0,50,707.242198,0.0
-54.0,50,719.885497,0.0
-50.0,50,733.357712,0.0
-50.0,50,746.443455,0.0
-50.0,50,759.726007,0.0
-50.0,50,773.316819,0.0
-57.0,50,786.027225,0.0
-50.0,50,797.531945,0.0
-50.0,50,809.687202,0.0
-65.0,50,821.569,0.0
-50.0,50,834.893059,0.0
-50.0,50,848.209913,0.0
-50.0,50,860.9258,0.0
-50.0,50,874.108836,0.0
-50.0,50,886.667614,0.0
-50.0,50,897.609454,0.0
-50.0,50,909.352192,0.0
-50.0,50,920.560776,0.0
-50.0,50,933.807799,0.0
-50.0,50,947.043833,0.0
-50.0,50,959.553658,0.0
-50.0,50,972.704889,0.0
-50.0,50,985.369645,0.0
-56.0,50,997.910263,0.0
-50.0,50,1010.469922,0.0
-50.0,50,1021.962338,0.0
-53.0,50,1033.791246,0.0
-50.0,50,1045.644027,0.0
