#{"t_start": 1651669241.6145005, "env_id": "PandaStack-v1"}
r,l,t,is_success
-107.037539,100,7.522877,0.0
-110.01876,100,14.351607,0.0
-110.07958,100,21.178415,0.0
-108.6718,100,28.081766,0.0
-110.978395,100,34.955684,0.0
-111.280237,100,41.960442,0.0
-115.822375,100,48.536653,0.0
-111.352331,100,55.434351,0.0
-121.508906,100,62.435524,0.0
-106.385478,100,69.336599,0.0
-112.090434,100,76.163578,0.0
-116.752497,100,83.124646,0.0
-115.246546,100,90.053035,0.0
-117.5492,100,96.896297,0.0
-110.667884,100,103.691112,0.0
-112.525666,100,110.607021,0.0
-105.929149,100,117.477007,0.0
-107.613451,100,124.371547,0.0
-108.104233,100,131.472246,0.0
-116.654612,100,138.405921,0.0
-112.996397,100,145.509299,0.0
-109.001466,100,152.50203,0.0
-115.89536,100,159.678423,0.0
-116.456881,100,166.715426,0.0
-111.841399,100,173.506189,0.0
-121.955382,100,180.380846,0.0
-110.321745,100,187.360403,0.0
-120.326533,100,194.467383,0.0
-112.391354,100,201.552929,0.0
-109.162845,100,208.755248,0.0
-129.878045,100,215.816281,0.0
-115.926554,100,222.969253,0.0
-109.543552,100,230.110227,0.0
-108.676686,100,237.197637,0.0
-111.771062,100,244.293562,0.0
-122.728889,100,251.398102,0.0
-109.861379,100,258.164608,0.0
-110.691211,100,265.375701,0.0
-117.611187,100,272.431418,0.0
-107.635774,100,279.620917,0.0
-112.210285,100,286.761549,0.0
-118.018408,100,293.916544,0.0
-111.552138,100,300.96635,0.0
-106.949638,100,308.196411,0.0
-107.269673,100,315.409595,0.0
-105.203888,100,322.529548,0.0
-108.653836,100,329.55673,0.0
-113.384007,100,336.703269,0.0
-109.694649,100,343.656098,0.0
-130.01942,100,350.724528,0.0
-108.187468,100,357.864182,0.0
-114.450865,100,364.827228,0.0
-118.502059,100,372.093681,0.0
-108.379372,100,379.197737,0.0
-106.617363,100,386.398638,0.0
-112.870317,100,393.532701,0.0
-106.992592,100,400.646957,0.0
-105.92283,100,407.843783,1.0
-110.153934,100,415.082948,0.0
-108.442291,100,422.153091,0.0
-107.22173,100,429.26854,0.0
-107.529553,100,436.311303,0.0
-109.697489,100,443.442777,0.0
-128.212413,100,450.585132,0.0
-113.696671,100,457.6303,0.0
-108.330292,100,464.250895,0.0
-121.862389,100,471.451981,0.0
-107.743881,100,478.663229,0.0
-113.129204,100,485.803811,0.0
-111.646102,100,493.023409,0.0
-119.285493,100,500.141969,0.0
-108.048902,100,507.375954,0.0
-126.924836,100,514.409283,0.0
-127.073236,100,521.06725,0.0
-112.226608,100,528.253798,0.0
-111.518918,100,535.439638,0.0
-111.716447,100,542.354145,0.0
-110.609669,100,549.510769,0.0
